accuracy,f1_score,n_estimators,max_depth,max_features,random_state
0.7869318181818182,0.5322245322245323,100,,sqrt,42
0.7869318181818182,0.5322245322245323,100,,sqrt,42
0.7916666666666666,0.5397489539748953,100,,log2,42
0.7964015151515151,0.5585215605749486,100,,log2,42,balanced
0.7964015151515151,0.5603271983640081,150,,log2,42,balanced
